BdiBd21-3.1G0000700	GRAS	N	NA
BdiBd21-3.1G0007900	ERF	Y	MP00374
BdiBd21-3.1G0012000	WRKY	N	NA
BdiBd21-3.1G0012800	HSF	N	NA
BdiBd21-3.1G0015000	NF-YC	N	NA
BdiBd21-3.1G0020400	NAC	N	NA
BdiBd21-3.1G0020600	NAC	N	NA
BdiBd21-3.1G0021100	NAC	N	NA
BdiBd21-3.1G0021600	NAC	N	NA
BdiBd21-3.1G0022900	NAC	N	NA
BdiBd21-3.1G0023200	NAC	N	NA
BdiBd21-3.1G0026100	FAR1	N	NA
BdiBd21-3.1G0031800	C2H2	N	NA
BdiBd21-3.1G0036600	SBP	Y	MP00633
BdiBd21-3.1G0039500	GATA	Y	MP00554
BdiBd21-3.1G0041200	NAC	N	NA
BdiBd21-3.1G0042600	NAC	N	NA
BdiBd21-3.1G0043600	NAC	N	NA
BdiBd21-3.1G0047200	GRAS	N	NA
BdiBd21-3.1G0048800	Dof	N	NA
BdiBd21-3.1G0049400	C2H2	N	NA
BdiBd21-3.1G0049500	C2H2	N	NA
BdiBd21-3.1G0049600	C2H2	N	NA
BdiBd21-3.1G0049800	C2H2	N	NA
BdiBd21-3.1G0050700	AP2	Y	MP00615
BdiBd21-3.1G0054000	ERF	N	NA
BdiBd21-3.1G0054700	NAC	N	NA
BdiBd21-3.1G0055800	NAC	N	NA
BdiBd21-3.1G0056500	bHLH	N	NA
BdiBd21-3.1G0059500	bZIP	N	NA
BdiBd21-3.1G0065800	bHLH	N	NA
BdiBd21-3.1G0070500	WRKY	N	NA
BdiBd21-3.1G0071400	bHLH	N	NA
BdiBd21-3.1G0071800	bZIP	N	NA
BdiBd21-3.1G0072500	HSF	N	NA
BdiBd21-3.1G0083700	LBD	N	NA
BdiBd21-3.1G0086900	TCP	N	NA
BdiBd21-3.1G0089600	bHLH	Y	MP00082
BdiBd21-3.1G0094100	FAR1	N	NA
BdiBd21-3.1G0094600	NAC	Y	MP00310
BdiBd21-3.1G0098600	TALE	N	NA
BdiBd21-3.1G0098800	MYB	N	NA
BdiBd21-3.1G0099100	AP2	Y	MP00088
BdiBd21-3.1G0099500	bZIP	N	NA
BdiBd21-3.1G0101600	C2H2	N	NA
BdiBd21-3.1G0101900	G2-like	Y	MP00107
BdiBd21-3.1G0103100	Dof	N	NA
BdiBd21-3.1G0103400	G2-like	N	NA
BdiBd21-3.1G0105900	C2H2	Y	MP00399
BdiBd21-3.1G0109300	bHLH	N	NA
BdiBd21-3.1G0109700	WRKY	N	NA
BdiBd21-3.1G0111100	WRKY	N	NA
BdiBd21-3.1G0113800	MIKC_MADS	N	NA
BdiBd21-3.1G0114000	MIKC_MADS	Y	MP00096
BdiBd21-3.1G0115800	MYB_related	N	NA
BdiBd21-3.1G0121100	HSF	N	NA
BdiBd21-3.1G0124800	WRKY	N	NA
BdiBd21-3.1G0125100	bHLH	N	NA
BdiBd21-3.1G0129900	GATA	N	NA
BdiBd21-3.1G0130600	C3H	N	NA
BdiBd21-3.1G0131000	TALE	N	NA
BdiBd21-3.1G0134000	GRF	N	NA
BdiBd21-3.1G0134600	bHLH	Y	MP00135
BdiBd21-3.1G0135700	TALE	Y	MP00675
BdiBd21-3.1G0137000	bHLH	N	NA
BdiBd21-3.1G0138700	GRAS	N	NA
BdiBd21-3.1G0140200	MYB	Y	MP00145
BdiBd21-3.1G0142000	ZF-HD	N	NA
BdiBd21-3.1G0147900	TCP	N	NA
BdiBd21-3.1G0148400	GRAS	N	NA
BdiBd21-3.1G0149700	GeBP	N	NA
BdiBd21-3.1G0151100	CO-like	N	NA
BdiBd21-3.1G0156700	C3H	N	NA
BdiBd21-3.1G0157200	NF-YA	N	NA
BdiBd21-3.1G0164700	GATA	N	NA
BdiBd21-3.1G0166400	ARF	N	NA
BdiBd21-3.1G0166800	TALE	N	NA
BdiBd21-3.1G0166900	TALE	N	NA
BdiBd21-3.1G0168200	bZIP	N	NA
BdiBd21-3.1G0168500	GRF	N	NA
BdiBd21-3.1G0169000	HB-other	N	NA
BdiBd21-3.1G0169100	TALE	N	NA
BdiBd21-3.1G0170300	bHLH	N	NA
BdiBd21-3.1G0170500	bHLH	N	NA
BdiBd21-3.1G0170600	bHLH	N	NA
BdiBd21-3.1G0172400	Trihelix	N	NA
BdiBd21-3.1G0175300	LBD	N	NA
BdiBd21-3.1G0175800	WRKY	N	NA
BdiBd21-3.1G0177100	FAR1	N	NA
BdiBd21-3.1G0178800	G2-like	N	NA
BdiBd21-3.1G0181000	YABBY	N	NA
BdiBd21-3.1G0182200	NF-YA	N	NA
BdiBd21-3.1G0185200	MYB_related	N	NA
BdiBd21-3.1G0185500	HD-ZIP	N	NA
BdiBd21-3.1G0186200	LSD	N	NA
BdiBd21-3.1G0186500	bHLH	Y	MP00074
BdiBd21-3.1G0190600	WRKY	N	NA
BdiBd21-3.1G0192900	NAC	Y	MP00364
BdiBd21-3.1G0193000	G2-like	N	NA
BdiBd21-3.1G0193400	B3	N	NA
BdiBd21-3.1G0193600	B3	N	NA
BdiBd21-3.1G0193800	B3	N	NA
BdiBd21-3.1G0194000	B3	N	NA
BdiBd21-3.1G0194300	B3	N	NA
BdiBd21-3.1G0194600	B3	N	NA
BdiBd21-3.1G0194900	Dof	N	NA
BdiBd21-3.1G0195500	bHLH	N	NA
BdiBd21-3.1G0196500	LBD	N	NA
BdiBd21-3.1G0197500	C2H2	Y	MP00162
BdiBd21-3.1G0197800	LBD	N	NA
BdiBd21-3.1G0200100	C2H2	N	NA
BdiBd21-3.1G0202900	GRAS	N	NA
BdiBd21-3.1G0206300	Dof	N	NA
BdiBd21-3.1G0207000	FAR1	N	NA
BdiBd21-3.1G0207200	M-type_MADS	N	NA
BdiBd21-3.1G0208600	MYB	N	NA
BdiBd21-3.1G0214700	C2H2	N	NA
BdiBd21-3.1G0215900	WRKY	N	NA
BdiBd21-3.1G0216700	C2H2	N	NA
BdiBd21-3.1G0217800	MYB_related	N	NA
BdiBd21-3.1G0224800	bZIP	N	NA
BdiBd21-3.1G0226200	bZIP	N	NA
BdiBd21-3.1G0227000	G2-like	N	NA
BdiBd21-3.1G0227100	Dof	N	NA
BdiBd21-3.1G0227200	WOX	N	NA
BdiBd21-3.1G0227400	NAC	N	NA
BdiBd21-3.1G0227900	NAC	Y	MP00221
BdiBd21-3.1G0230200	WRKY	N	NA
BdiBd21-3.1G0230500	B3	N	NA
BdiBd21-3.1G0230700	bZIP	N	NA
BdiBd21-3.1G0235000	ERF	N	NA
BdiBd21-3.1G0240100	C2H2	N	NA
BdiBd21-3.1G0240400	bHLH	Y	MUTE
BdiBd21-3.1G0241600	C3H	N	NA
BdiBd21-3.1G0243000	ERF	Y	MP00520
BdiBd21-3.1G0246600	AP2	N	NA
BdiBd21-3.1G0256900	bZIP	N	NA
BdiBd21-3.1G0257700	FAR1	N	NA
BdiBd21-3.1G0259700	HSF	Y	MP00187
BdiBd21-3.1G0262100	NAC	N	NA
BdiBd21-3.1G0262500	M-type_MADS	N	NA
BdiBd21-3.1G0264400	GeBP	N	NA
BdiBd21-3.1G0264800	MYB	N	NA
BdiBd21-3.1G0268100	MYB	N	NA
BdiBd21-3.1G0268700	MYB	Y	MP00259
BdiBd21-3.1G0268700	MYB_related	Y	MP00259
BdiBd21-3.1G0271600	NAC	N	NA
BdiBd21-3.1G0271700	NAC	N	NA
BdiBd21-3.1G0272200	FAR1	N	NA
BdiBd21-3.1G0275800	FAR1	N	NA
BdiBd21-3.1G0279300	CAMTA	N	NA
BdiBd21-3.1G0284000	NF-YA	N	NA
BdiBd21-3.1G0285700	NF-YB	N	NA
BdiBd21-3.1G0287100	MIKC_MADS	N	NA
BdiBd21-3.1G0292400	FAR1	N	NA
BdiBd21-3.1G0294100	C2H2	N	NA
BdiBd21-3.1G0295600	WRKY	N	NA
BdiBd21-3.1G0298800	GRAS	N	NA
BdiBd21-3.1G0298900	LBD	N	NA
BdiBd21-3.1G0299100	C2H2	N	NA
BdiBd21-3.1G0299300	bHLH	N	NA
BdiBd21-3.1G0300400	GRAS	N	NA
BdiBd21-3.1G0300700	HRT-like	N	NA
BdiBd21-3.1G0303300	FAR1	N	NA
BdiBd21-3.1G0304400	WRKY	Y	MP00455
BdiBd21-3.1G0304500	GRAS	N	NA
BdiBd21-3.1G0306500	HD-ZIP	Y	MP00473
BdiBd21-3.1G0306600	C2H2	N	NA
BdiBd21-3.1G0307900	BES1	Y	MP00073
BdiBd21-3.1G0310800	ERF	Y	MP00521
BdiBd21-3.1G0314300	YABBY	N	NA
BdiBd21-3.1G0315800	C2H2	Y	MP00306
BdiBd21-3.1G0317400	C3H	N	NA
BdiBd21-3.1G0317900	GRAS	N	NA
BdiBd21-3.1G0318900	NAC	Y	MP00058
BdiBd21-3.1G0323400	FAR1	N	NA
BdiBd21-3.1G0323700	B3	N	NA
